,ID УУ,Адрес,Полный адрес,Округ,UNOM,Группа,№ ОДС,Адрес ОДС,Потребитель (или УК),ЦТП,Unnamed: 0,Город,Административный округ,Муниципальный округ,Населенный пункт,Улица,Тип номера дом,Номер дома,Номер корпуса,Тип номера строения/сооружения,Номер строения,Unnamed: 12,Материал,Назначение,Класс,Тип,Этажность,Признак,Общая площадь,Тип Назначение
977,661822706,"Алымов пер., д. 17, к. 2","город Москва, Алымов переулок, дом 17, корпус 2",ВАО,464,МКД,ОДС №25-Богородское,"город Москва, Малая Черкизовская улица, дом 64 ","ГБУ ""ЖИЛИЩНИК РАЙОНА БОГОРОДСКОЕ""",04-01-0610/013,54369,город Москва,Восточный административный округ,муниципальный округ Богородское,,Алымов переулок,дом,17,2,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"1892,2",3
978,661881182,"Алымов пер., д. 4","город Москва, Алымов переулок, дом 4",ВАО,64069,МКД,ОДС №25-Богородское,"город Москва, Малая Черкизовская улица, дом 64 ","ГБУ ""ЖИЛИЩНИК РАЙОНА БОГОРОДСКОЕ""",04-01-0610/034,54360,город Москва,Восточный административный округ,муниципальный округ Богородское,,Алымов переулок,дом,4,,,,1,панельные,многоквартирный дом,жилые,Здание,14.0,,"18428,7",3
979,173223,"Амурская ул., д. 12","город Москва, Амурская улица, дом 12",ВАО,2114444,Бюджет,,,ГБОУ Школа № 319,04-06-0603/033,237536,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,12,,,,1,панельные,детский сад,нежилые,Здание,3.0,,"2143,7",0
980,367616753,"Амурская ул., д. 14","город Москва, Амурская улица, дом 14",ВАО,526,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0603/033,54152,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,14,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,6055,3
981,785483311,"Амурская ул., д. 16, к. 1","город Москва, Амурская улица, дом 16, корпус 1",ВАО,527,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0603/033,54164,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,16,1,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"4466,8",3
982,1078008,"Амурская ул., д. 18","город Москва, Амурская улица, дом 18",ВАО,2600968,Бюджет,,,ГБОУ Школа № 319,20-06-0603/025,237534,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,18,,,,1,панельные,детский сад,нежилые,Здание,3.0,,"3632,1",0
983,785481513,"Амурская ул., д. 19","город Москва, Амурская улица, дом 19",ВАО,31382,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54099,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,19,,,,1,кирпичные,многоквартирный дом,жилые,Здание,4.0,,"3465,5",3
984,344243059,"Амурская ул., д. 20","город Москва, Амурская улица, дом 20",ВАО,528,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0603/033,54174,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,20,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"6085,4",3
985,162225,"Амурская ул., д. 21","город Москва, Амурская улица, дом 21",ВАО,2404852,Бюджет,,,ГБОУ Школа № 319,04-06-0601/096,237538,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,21,,,,1,панельные,детский сад,нежилые,Здание,3.0,,"2286,3",0
986,313691023,"Амурская ул., д. 21, к. 1","город Москва, Амурская улица, дом 21, корпус 1",ВАО,530,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54175,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,21,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,4.0,,"3455,8",3
987,192745857,"Амурская ул., д. 21, к. 2","город Москва, Амурская улица, дом 21, корпус 2",ВАО,531,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54169,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,21,2,,,1,кирпичные,многоквартирный дом,жилые,Здание,4.0,,"2558,8",3
988,192739909,"Амурская ул., д. 21, к. 3","город Москва, Амурская улица, дом 21, корпус 3",ВАО,532,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54160,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,21,3,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3387,3",3
989,368791162,"Амурская ул., д. 22, к. 1","город Москва, Амурская улица, дом 22, корпус 1",ВАО,533,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0603/033,54163,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,22,1,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"4462,4",3
990,192742753,"Амурская ул., д. 23, к. 1","город Москва, Амурская улица, дом 23, корпус 1",ВАО,534,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54161,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,23,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3435,2",3
991,163051489,"Амурская ул., д. 23, к. 2","город Москва, Амурская улица, дом 23, корпус 2",ВАО,535,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54159,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,23,2,,,1,,многоквартирный дом,жилые,Здание,5.0,,"3558,2",3
992,785494116,"Амурская ул., д. 23, к. 3","город Москва, Амурская улица, дом 23, корпус 3",ВАО,536,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54097,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,23,3,,,1,кирпичные,многоквартирный дом,жилые,Здание,4.0,,"2582,9",3
993,785481570,"Амурская ул., д. 25, к. 1","город Москва, Амурская улица, дом 25, корпус 1",ВАО,537,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54171,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,25,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"5133,8",3
994,192736466,"Амурская ул., д. 25, к. 3","город Москва, Амурская улица, дом 25, корпус 3",ВАО,538,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54122,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,25,3,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"2453,4",3
995,71234088,"Амурская ул., д. 25А","город Москва, Амурская улица, дом 25А",ВАО,2109314,Бюджет,,,ГБОУ Школа № 319,04-06-0601/001,138132,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,25А,,,,1,из железобетонных сегментов,школа,нежилые,Здание,5.0,,"4050,5",1
996,193958283,"Амурская ул., д. 26","город Москва, Амурская улица, дом 26",ВАО,539,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0603/029,54118,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,26,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3558,2",3
997,136937848,"Амурская ул., д. 27","город Москва, Амурская улица, дом 27",ВАО,540,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54178,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,27,,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3530,1",3
998,193954217,"Амурская ул., д. 28","город Москва, Амурская улица, дом 28",ВАО,541,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0603/029,54168,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,28,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3547,1",3
999,369648869,"Амурская ул., д. 29","город Москва, Амурская улица, дом 29",ВАО,542,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54176,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,29,,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,3616,3
1000,382622933,"Амурская ул., д. 30","город Москва, Амурская улица, дом 30",ВАО,543,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0603/029,54185,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,30,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3512,9",3
1001,192733059,"Амурская ул., д. 31","город Москва, Амурская улица, дом 31",ВАО,544,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54155,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,31,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"7821,4",3
1002,785496067,"Амурская ул., д. 36","город Москва, Амурская улица, дом 36",ВАО,2109423,Прочее,,,Не указан,04-06-0603/029,189625,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,36,,,,1,бетонные,нежилое,нежилые,Здание,4.0,,"3296,7",2
1003,162260,"Амурская ул., д. 38","город Москва, Амурская улица, дом 38",ВАО,2114466,Бюджет,,,ГБОУ Школа № 319,04-06-0603/029,189626,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,38,,,,1,панельные,нежилое,нежилые,Здание,3.0,,"2144,3",2
1004,785483499,"Амурская ул., д. 40","город Москва, Амурская улица, дом 40",ВАО,548,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,54156,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,40,,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3382,1",3
1005,785483486,"Амурская ул., д. 42","город Москва, Амурская улица, дом 42",ВАО,549,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,54150,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,42,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3567,5",3
1006,785481684,"Амурская ул., д. 44, к. 1","город Москва, Амурская улица, дом 44, корпус 1",ВАО,551,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,54173,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,44,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,9.0,,"4751,5",3
1007,785481703,"Амурская ул., д. 46","город Москва, Амурская улица, дом 46",ВАО,552,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,54151,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,46,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3586,9",3
1008,785481725,"Амурская ул., д. 48","город Москва, Амурская улица, дом 48",ВАО,553,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,54170,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,48,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3557,1",3
1009,785481733,"Амурская ул., д. 50, к. 1","город Москва, Амурская улица, дом 50, корпус 1",ВАО,554,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,54162,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,50,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,9.0,,"4738,2",3
1010,785481753,"Амурская ул., д. 52","город Москва, Амурская улица, дом 52",ВАО,555,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,54121,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,52,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"3561,6",3
1011,785483456,"Амурская ул., д. 52, к. 1","город Москва, Амурская улица, дом 52, корпус 1",ВАО,64081,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0621/004,54165,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,52,1,,,1,монолитные (ж-б),многоквартирный дом,жилые,Здание,10.0,,"10721,6",3
1012,159302,"Амурская ул., д. 6","город Москва, Амурская улица, дом 6",ВАО,2114432,Бюджет,,,ГБОУ Школа № 319,04-06-0603/033,138131,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,6,,,,1,из железобетонных сегментов,школа,нежилые,Здание,3.0,,4553,1
1013,158667,"Амурская ул., д. 60","город Москва, Амурская улица, дом 60",ВАО,2114458,Бюджет,,,ГБОУ Школа № 319,04-06-0621/007,138134,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,60,,,,1,из железобетонных сегментов,школа,нежилые,Здание,3.0,,"4546,8",1
1014,785457794,"Амурская ул., д. 62А","город Москва, Амурская улица, дом 62А",ВАО,2114443,Бюджет,,,"ГБУЗ ""ДГП № 122 ДЗМ""",04-06-0601/002,181947,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,62А,,,,1,из железобетонных сегментов,поликлиника,нежилые,Здание,3.0,,"1920,3",0
1015,379755242,"Амурская ул., д. 64","город Москва, Амурская улица, дом 64",ВАО,559,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/002,54157,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,64,,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3403,1",3
1016,188998791,"Амурская ул., д. 64А","город Москва, Амурская улица, дом 64А",ВАО,2114465,Бюджет,,,ГБОУ Школа № 319,04-06-0601/002,237533,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,64А,,,,1,панельные,детский сад,нежилые,Здание,3.0,,"2154,1",0
1017,192060933,"Амурская ул., д. 66","город Москва, Амурская улица, дом 66",ВАО,560,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/002,54186,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,66,,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3394,3",3
1018,137637358,"Амурская ул., д. 68","город Москва, Амурская улица, дом 68",ВАО,561,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54154,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,68,,,,1,кирпичные,многоквартирный дом,жилые,Здание,4.0,,"2588,2",3
1019,192065119,"Амурская ул., д. 70","город Москва, Амурская улица, дом 70",ВАО,562,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54177,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,70,,,,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3525,2",3
1020,173227,"Амурская ул., д. 72","город Москва, Амурская улица, дом 72",ВАО,2109268,Бюджет,,,ГБОУ Школа № 319,04-06-0601/002,237535,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,72,,,,1,кирпичные,детский сад,нежилые,Здание,2.0,,"1217,8",0
1021,193961858,"Амурская ул., д. 8","город Москва, Амурская улица, дом 8",ВАО,524,МКД,ОДС №17-Гольяново,"город Москва, Щёлковское шоссе, дом 19","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0603/033,54119,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Амурская улица,дом,8,,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"6117,6",3
1022,236092749,"Андреево-Забелинская ул., д. 28","город Москва, Андреево-Забелинская улица, дом 28",ВАО,2109294,Бюджет,,,ГБОУ Школа № 1360,04-01-0611/005,138119,город Москва,Восточный административный округ,муниципальный округ Богородское,,Андреево-Забелинская улица,дом,28,,,,1,кирпичные,школа,нежилые,Здание,4.0,,"8750,1",1
1023,785470148,"Бабаевская ул., д. 1/8, стр. 1","город Москва, Бабаевская улица, дом 1/8, строение 1",ВАО,1051,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/076,86035,город Москва,Восточный административный округ,муниципальный округ Сокольники,,Бабаевская улица,дом,1/8,,строение,1,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"3457,7",3
1024,785470169,"Бабаевская ул., д. 1/8, стр. 3","город Москва, Бабаевская улица, дом 1/8, строение 3",ВАО,1049,МКД,ОДС №6-Сокольники,"город Москва, Малая Остроумовская улица, дом 1Г","ГБУ ""ЖИЛИЩНИК РАЙОНА СОКОЛЬНИКИ""",04-02-0608/076,86018,город Москва,Восточный административный округ,муниципальный округ Сокольники,,Бабаевская улица,дом,1/8,,строение,3,1,кирпичные,многоквартирный дом,жилые,Здание,5.0,,"1789,3",3
1025,199230759,"Байкальская ул., д. 12, к. 1","город Москва, Байкальская улица, дом 12, корпус 1",ВАО,1202,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/080,54860,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,12,1,,,1,панельные,многоквартирный дом,жилые,Здание,14.0,,7640,3
1026,389260356,"Байкальская ул., д. 12, к. 2","город Москва, Байкальская улица, дом 12, корпус 2",ВАО,31435,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/080,54755,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,12,2,,,1,панельные,многоквартирный дом,жилые,Здание,14.0,,"7674,9",3
1027,385386215,"Байкальская ул., д. 15","город Москва, Байкальская улица, дом 15",ВАО,1207,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,54742,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,15,,,,1,кирпичные,многоквартирный дом,жилые,Здание,9.0,,"15748,2",3
1028,785495303,"Байкальская ул., д. 16, к. 1","город Москва, Байкальская улица, дом 16, корпус 1",ВАО,1208,МКД,ОДС №18-Гольяново,"город Москва, Амурская улица, дом 62, корпус 1","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/001,54756,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,16,1,,,1,кирпичные,многоквартирный дом,жилые,Здание,4.0,,"2066,7",3
1029,167145598,"Байкальская ул., д. 17, к. 1","город Москва, Байкальская улица, дом 17, корпус 1",ВАО,1212,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,54852,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,17,1,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"5151,5",3
1030,135859591,"Байкальская ул., д. 17, к. 2","город Москва, Байкальская улица, дом 17, корпус 2",ВАО,1213,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,54771,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,17,2,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"5168,2",3
1031,163145835,"Байкальская ул., д. 17, к. 3","город Москва, Байкальская улица, дом 17, корпус 3",ВАО,1214,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,54843,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,17,3,,,1,панели керамзитобетонные,многоквартирный дом,жилые,Здание,5.0,,5145,3
1032,160122843,"Байкальская ул., д. 17, к. 4","город Москва, Байкальская улица, дом 17, корпус 4",ВАО,1215,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/014,54831,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,17,4,,,1,панели керамзитобетонные,многоквартирный дом,жилые,Здание,5.0,,"5138,6",3
1033,143148354,"Байкальская ул., д. 23","город Москва, Байкальская улица, дом 23",ВАО,1222,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0615/032,54868,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,23,,,,1,кирпичные,многоквартирный дом,жилые,Здание,14.0,,"10566,8",3
1034,135861999,"Байкальская ул., д. 25, к. 1","город Москва, Байкальская улица, дом 25, корпус 1",ВАО,1223,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/008,54768,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,25,1,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"6095,9",3
1035,167800663,"Байкальская ул., д. 25, к. 2","город Москва, Байкальская улица, дом 25, корпус 2",ВАО,1224,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/008,54850,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,25,2,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"6068,8",3
1036,337639177,"Байкальская ул., д. 25, к. 3","город Москва, Байкальская улица, дом 25, корпус 3",ВАО,1225,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/008,54858,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,25,3,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"6111,9",3
1037,160132252,"Байкальская ул., д. 25, к. 4","город Москва, Байкальская улица, дом 25, корпус 4",ВАО,1226,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/008,54774,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,25,4,,,1,панельные,многоквартирный дом,жилые,Здание,5.0,,"6059,9",3
1038,149904166,"Байкальская ул., д. 26/10","Байкальская улица, дом 26/10",ВАО,64036,МКД,ОДС №20-Гольяново,"город Москва, Байкальская улица, дом 38, корпус 2","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/006,54863,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,26/10,,,,1,кирпичные,многоквартирный дом,жилые,Здание,9.0,,"12417,3",3
1039,183131500,"Байкальская ул., д. 27","город Москва, Байкальская улица, дом 27",ВАО,1229,МКД,ОДС №19-Гольяново,"город Москва, Уральская улица, дом 15","ГБУ ""ЖИЛИЩНИК РАЙОНА ГОЛЬЯНОВО""",04-06-0601/008,54869,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,27,,,,1,кирпичные облегченные,многоквартирный дом,жилые,Здание,9.0,,12838,3
1040,785457425,"Байкальская ул., д. 28","город Москва, Байкальская улица, дом 28",ВАО,2114462,Прочее,,,Не указан,04-06-0601/006,236405,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,28,,,,1,легкобетонные блоки с утеплением,детская поликлиника,нежилые,Здание,3.0,,"2372,8",0
1041,903196,"Байкальская ул., д. 28А","город Москва, Байкальская улица, дом 28А",ВАО,2114461,Бюджет,,,ГБОУ Школа № 1352,04-06-0601/006,237495,город Москва,Восточный административный округ,муниципальный округ Гольяново,,Байкальская улица,дом,28А,,,,1,панельные,детский сад,нежилые,Здание,3.0,,2172,0
